case_id,activity,timestamp,resource
2754,Received,1994-08-02,Clerk#000000960
2755,Order Placed,1992-02-07,Clerk#000000177
2755,Shipped,1992-02-11,Clerk#000000177
2755,Committed,1992-03-10,Clerk#000000177
2755,Received,1992-04-21,Clerk#000000177
2756,Order Placed,1994-04-18,Clerk#000000537
2756,Shipped,1994-05-10,Clerk#000000537
2756,Committed,1994-05-25,Clerk#000000537
2756,Received,1994-08-22,Clerk#000000537
2757,Order Placed,1995-07-20,Clerk#000000216
2757,Shipped,1995-08-01,Clerk#000000216
2757,Committed,1995-08-24,Clerk#000000216
2757,Received,1995-11-23,Clerk#000000216
2758,Order Placed,1998-07-12,Clerk#000000863
2758,Shipped,1998-07-27,Clerk#000000863
2758,Committed,1998-09-10,Clerk#000000863
2758,Received,1998-10-25,Clerk#000000863
2759,Order Placed,1993-11-25,Clerk#000000071
2759,Shipped,1993-12-14,Clerk#000000071
2759,Committed,1994-01-08,Clerk#000000071
2759,Received,1994-03-18,Clerk#000000071
2784,Order Placed,1998-01-07,Clerk#000000540
2784,Shipped,1998-01-19,Clerk#000000540
2784,Committed,1998-02-07,Clerk#000000540
2784,Received,1998-05-03,Clerk#000000540
2785,Order Placed,1995-07-21,Clerk#000000098
2785,Shipped,1995-07-25,Clerk#000000098
2785,Committed,1995-08-24,Clerk#000000098
2785,Received,1995-11-02,Clerk#000000098
2786,Order Placed,1992-03-22,Clerk#000000976
2786,Shipped,1992-04-04,Clerk#000000976
2786,Committed,1992-04-22,Clerk#000000976
2786,Received,1992-07-13,Clerk#000000976
2787,Order Placed,1995-09-30,Clerk#000000906
2787,Committed,1995-11-26,Clerk#000000906
2787,Shipped,1996-01-26,Clerk#000000906
2787,Received,1996-02-20,Clerk#000000906
2788,Order Placed,1994-09-22,Clerk#000000641
2788,Shipped,1994-10-04,Clerk#000000641
2788,Received,1994-10-18,Clerk#000000641
2788,Committed,1994-11-25,Clerk#000000641
2789,Order Placed,1998-03-14,Clerk#000000972
2789,Shipped,1998-03-20,Clerk#000000972
2789,Committed,1998-05-02,Clerk#000000972
2789,Received,1998-05-24,Clerk#000000972
2790,Order Placed,1994-08-19,Clerk#000000679
2790,Shipped,1994-09-04,Clerk#000000679
2790,Committed,1994-09-27,Clerk#000000679
2790,Received,1994-12-25,Clerk#000000679
2791,Order Placed,1994-10-10,Clerk#000000662
2791,Committed,1994-11-10,Clerk#000000662
2791,Shipped,1994-11-17,Clerk#000000662
2791,Received,1995-02-23,Clerk#000000662
2816,Order Placed,1994-09-20,Clerk#000000289
2816,Shipped,1994-10-19,Clerk#000000289
2816,Committed,1994-11-10,Clerk#000000289
2816,Received,1995-01-03,Clerk#000000289
2817,Order Placed,1994-04-19,Clerk#000000982
2817,Shipped,1994-04-21,Clerk#000000982
2817,Committed,1994-05-31,Clerk#000000982
2817,Received,1994-06-10,Clerk#000000982
2818,Order Placed,1994-12-12,Clerk#000000413
2818,Shipped,1995-02-01,Clerk#000000413
2818,Committed,1995-02-11,Clerk#000000413
2818,Received,1995-04-06,Clerk#000000413
2819,Order Placed,1994-05-05,Clerk#000000769
2819,Shipped,1994-05-09,Clerk#000000769
2819,Committed,1994-06-12,Clerk#000000769
2819,Received,1994-07-29,Clerk#000000769
2820,Order Placed,1994-05-20,Clerk#000000807
2820,Shipped,1994-07-07,Clerk#000000807
2820,Committed,1994-07-30,Clerk#000000807
2820,Received,1994-10-07,Clerk#000000807
2821,Order Placed,1993-08-09,Clerk#000000323
2821,Shipped,1993-09-15,Clerk#000000323
2821,Committed,1993-09-20,Clerk#000000323
2821,Received,1993-12-08,Clerk#000000323
2822,Order Placed,1993-07-26,Clerk#000000510
2822,Committed,1993-08-29,Clerk#000000510
2822,Shipped,1993-09-11,Clerk#000000510
2822,Received,1993-09-18,Clerk#000000510
2823,Order Placed,1995-09-09,Clerk#000000567
2823,Committed,1995-10-30,Clerk#000000567
2823,Shipped,1995-11-09,Clerk#000000567
2823,Received,1996-01-13,Clerk#000000567
2848,Order Placed,1992-03-10,Clerk#000000256
2848,Shipped,1992-03-15,Clerk#000000256
2848,Committed,1992-04-12,Clerk#000000256
2848,Received,1992-07-09,Clerk#000000256
2849,Order Placed,1996-04-30,Clerk#000000659
2849,Shipped,1996-05-03,Clerk#000000659
2849,Committed,1996-06-05,Clerk#000000659
2849,Received,1996-09-03,Clerk#000000659
2850,Order Placed,1996-10-02,Clerk#000000392
2850,Shipped,1996-10-07,Clerk#000000392
2850,Committed,1996-11-03,Clerk#000000392
2850,Received,1997-02-01,Clerk#000000392
2851,Order Placed,1997-09-07,Clerk#000000566
2851,Shipped,1997-11-12,Clerk#000000566
2851,Committed,1997-11-22,Clerk#000000566
2851,Received,1997-12-11,Clerk#000000566
2852,Order Placed,1993-01-16,Clerk#000000740
2852,Shipped,1993-01-18,Clerk#000000740
2852,Committed,1993-03-13,Clerk#000000740
2852,Received,1993-05-02,Clerk#000000740
2853,Order Placed,1994-05-05,Clerk#000000878
2853,Shipped,1994-05-16,Clerk#000000878
2853,Committed,1994-06-05,Clerk#000000878
2853,Received,1994-09-12,Clerk#000000878
2854,Order Placed,1994-06-27,Clerk#000000010
2854,Shipped,1994-07-06,Clerk#000000010
2854,Committed,1994-08-02,Clerk#000000010
2854,Received,1994-10-12,Clerk#000000010
2855,Order Placed,1993-04-04,Clerk#000000973
2855,Shipped,1993-05-20,Clerk#000000973
2855,Received,1993-06-16,Clerk#000000973
2855,Committed,1993-06-28,Clerk#000000973
2880,Order Placed,1992-03-15,Clerk#000000756
2880,Shipped,1992-04-12,Clerk#000000756
2880,Committed,1992-04-15,Clerk#000000756
2880,Received,1992-07-11,Clerk#000000756
2881,Order Placed,1992-05-10,Clerk#000000864
2881,Shipped,1992-05-13,Clerk#000000864
2881,Committed,1992-06-27,Clerk#000000864
2881,Received,1992-08-27,Clerk#000000864
2882,Order Placed,1995-08-22,Clerk#000000891
2882,Shipped,1995-09-04,Clerk#000000891
2882,Committed,1995-09-21,Clerk#000000891
2882,Received,1995-11-01,Clerk#000000891
2883,Order Placed,1995-01-23,Clerk#000000180
2883,Shipped,1995-01-29,Clerk#000000180
2883,Committed,1995-03-04,Clerk#000000180
2883,Received,1995-05-30,Clerk#000000180
2884,Order Placed,1997-10-12,Clerk#000000780
2884,Committed,1997-11-28,Clerk#000000780
2884,Shipped,1997-11-30,Clerk#000000780
2884,Received,1998-02-16,Clerk#000000780
2885,Order Placed,1992-09-19,Clerk#000000280
2885,Shipped,1992-09-23,Clerk#000000280
2885,Committed,1992-10-30,Clerk#000000280
2885,Received,1993-02-05,Clerk#000000280
2886,Order Placed,1994-11-13,Clerk#000000619
2886,Shipped,1994-11-18,Clerk#000000619
2886,Committed,1994-12-18,Clerk#000000619
2886,Received,1995-02-28,Clerk#000000619
2887,Order Placed,1997-05-26,Clerk#000000566
2887,Committed,1997-07-04,Clerk#000000566
2887,Shipped,1997-07-08,Clerk#000000566
2887,Received,1997-09-17,Clerk#000000566
2912,Order Placed,1992-03-12,Clerk#000000186
2912,Shipped,1992-03-13,Clerk#000000186
2912,Committed,1992-04-19,Clerk#000000186
2912,Received,1992-04-26,Clerk#000000186
2913,Order Placed,1997-07-12,Clerk#000000118
2913,Committed,1997-08-11,Clerk#000000118
2913,Shipped,1997-08-28,Clerk#000000118
2913,Received,1997-11-20,Clerk#000000118
2914,Order Placed,1993-03-03,Clerk#000000543
2914,Committed,1993-04-04,Clerk#000000543
2914,Shipped,1993-05-11,Clerk#000000543
2914,Received,1993-06-19,Clerk#000000543
2915,Order Placed,1994-03-31,Clerk#000000410
2915,Shipped,1994-04-17,Clerk#000000410
2915,Committed,1994-05-24,Clerk#000000410
2915,Received,1994-07-27,Clerk#000000410
2916,Order Placed,1995-12-27,Clerk#000000681
2916,Committed,1996-02-21,Clerk#000000681
2916,Shipped,1996-03-11,Clerk#000000681
2916,Received,1996-03-30,Clerk#000000681
2917,Order Placed,1997-12-09,Clerk#000000061
2917,Shipped,1997-12-12,Clerk#000000061
2917,Committed,1998-01-18,Clerk#000000061
2917,Received,1998-05-01,Clerk#000000061
2918,Order Placed,1996-09-08,Clerk#000000439
2918,Committed,1996-10-28,Clerk#000000439
2918,Shipped,1996-12-20,Clerk#000000439
2918,Received,1996-12-26,Clerk#000000439
2919,Order Placed,1993-12-10,Clerk#000000209
2919,Shipped,1993-12-16,Clerk#000000209
2919,Committed,1994-01-12,Clerk#000000209
2919,Received,1994-04-07,Clerk#000000209
2944,Order Placed,1997-09-24,Clerk#000000740
2944,Shipped,1997-10-18,Clerk#000000740
2944,Committed,1997-10-26,Clerk#000000740
2944,Received,1998-01-27,Clerk#000000740
2945,Order Placed,1996-01-03,Clerk#000000499
2945,Shipped,1996-01-05,Clerk#000000499
2945,Committed,1996-02-11,Clerk#000000499
2945,Received,1996-04-15,Clerk#000000499
2946,Order Placed,1996-02-05,Clerk#000000329
2946,Shipped,1996-03-15,Clerk#000000329
2946,Committed,1996-03-31,Clerk#000000329
2946,Received,1996-06-16,Clerk#000000329
2947,Order Placed,1995-04-26,Clerk#000000464
2947,Shipped,1995-06-07,Clerk#000000464
2947,Committed,1995-06-26,Clerk#000000464
2947,Received,1995-08-20,Clerk#000000464
2948,Order Placed,1994-08-23,Clerk#000000701
2948,Shipped,1994-08-29,Clerk#000000701
2948,Committed,1994-10-23,Clerk#000000701
2948,Received,1995-01-07,Clerk#000000701
2949,Order Placed,1994-04-12,Clerk#000000184
2949,Shipped,1994-05-22,Clerk#000000184
2949,Committed,1994-05-25,Clerk#000000184
2949,Received,1994-08-17,Clerk#000000184
2950,Order Placed,1997-07-06,Clerk#000000833
2950,Shipped,1997-07-15,Clerk#000000833
2950,Committed,1997-08-05,Clerk#000000833
2950,Received,1997-10-08,Clerk#000000833
2951,Order Placed,1996-02-06,Clerk#000000680
2951,Shipped,1996-03-24,Clerk#000000680
2951,Committed,1996-04-16,Clerk#000000680
2951,Received,1996-05-22,Clerk#000000680
2976,Order Placed,1993-12-10,Clerk#000000159
2976,Shipped,1993-12-19,Clerk#000000159
2976,Committed,1994-01-26,Clerk#000000159
2976,Received,1994-04-26,Clerk#000000159
2977,Order Placed,1996-08-27,Clerk#000000252
2977,Shipped,1996-09-21,Clerk#000000252
2977,Committed,1996-10-06,Clerk#000000252
2977,Received,1996-10-13,Clerk#000000252
2978,Order Placed,1995-05-03,Clerk#000000135
2978,Shipped,1995-05-06,Clerk#000000135
2978,Committed,1995-07-03,Clerk#000000135
2978,Received,1995-09-07,Clerk#000000135
2979,Order Placed,1996-03-23,Clerk#000000820
2979,Shipped,1996-03-25,Clerk#000000820
2979,Committed,1996-04-23,Clerk#000000820
2979,Received,1996-07-06,Clerk#000000820
2980,Order Placed,1996-09-14,Clerk#000000661
2980,Shipped,1996-09-25,Clerk#000000661
2980,Committed,1996-10-22,Clerk#000000661
2980,Received,1997-01-14,Clerk#000000661
2981,Order Placed,1998-07-29,Clerk#000000299
2981,Shipped,1998-08-21,Clerk#000000299
2981,Committed,1998-09-28,Clerk#000000299
2981,Received,1998-10-21,Clerk#000000299
2982,Order Placed,1995-03-19,Clerk#000000402
2982,Shipped,1995-03-31,Clerk#000000402
2982,Received,1995-04-28,Clerk#000000402
2982,Committed,1995-05-07,Clerk#000000402
2983,Order Placed,1992-01-07,Clerk#000000278
2983,Shipped,1992-02-09,Clerk#000000278
2983,Committed,1992-02-27,Clerk#000000278
2983,Received,1992-05-26,Clerk#000000278
3008,Order Placed,1995-11-08,Clerk#000000701
3008,Shipped,1995-12-01,Clerk#000000701
3008,Committed,1995-12-11,Clerk#000000701
3008,Received,1996-02-09,Clerk#000000701
3009,Order Placed,1997-02-28,Clerk#000000205
3009,Shipped,1997-03-19,Clerk#000000205
3009,Committed,1997-04-10,Clerk#000000205
3009,Received,1997-06-13,Clerk#000000205
3010,Order Placed,1996-01-26,Clerk#000000931
3010,Committed,1996-02-29,Clerk#000000931
3010,Shipped,1996-03-05,Clerk#000000931
3010,Received,1996-05-18,Clerk#000000931
3011,Order Placed,1992-01-14,Clerk#000000515
3011,Shipped,1992-02-01,Clerk#000000515
3011,Committed,1992-02-23,Clerk#000000515
3011,Received,1992-05-15,Clerk#000000515
3012,Order Placed,1993-05-05,Clerk#000000414
3012,Committed,1993-06-07,Clerk#000000414
3012,Shipped,1993-08-07,Clerk#000000414
3012,Received,1993-08-24,Clerk#000000414
3013,Order Placed,1997-02-05,Clerk#000000591
3013,Shipped,1997-02-26,Clerk#000000591
3013,Committed,1997-03-09,Clerk#000000591
3013,Received,1997-05-25,Clerk#000000591
3014,Order Placed,1992-10-30,Clerk#000000476
3014,Shipped,1992-11-16,Clerk#000000476
3014,Committed,1992-12-18,Clerk#000000476
3014,Received,1993-03-20,Clerk#000000476
3015,Order Placed,1992-09-27,Clerk#000000013
3015,Shipped,1992-10-10,Clerk#000000013
3015,Committed,1992-11-07,Clerk#000000013
3015,Received,1993-02-11,Clerk#000000013
3040,Order Placed,1993-04-12,Clerk#000000544
3040,Shipped,1993-05-13,Clerk#000000544
3040,Committed,1993-05-16,Clerk#000000544
3040,Received,1993-08-19,Clerk#000000544
3041,Order Placed,1997-06-03,Clerk#000000092
3041,Shipped,1997-06-29,Clerk#000000092
3041,Committed,1997-07-15,Clerk#000000092
3041,Received,1997-09-16,Clerk#000000092
3042,Order Placed,1994-11-21,Clerk#000000573
3042,Shipped,1994-11-24,Clerk#000000573
3042,Committed,1995-01-02,Clerk#000000573
3042,Received,1995-03-17,Clerk#000000573
3043,Order Placed,1992-04-25,Clerk#000000137
3043,Shipped,1992-05-08,Clerk#000000137
3043,Committed,1992-06-03,Clerk#000000137
3043,Received,1992-07-23,Clerk#000000137
3044,Order Placed,1996-04-03,Clerk#000000008
3044,Committed,1996-05-06,Clerk#000000008
3044,Shipped,1996-05-24,Clerk#000000008
3044,Received,1996-08-15,Clerk#000000008
3045,Order Placed,1995-09-27,Clerk#000000405
3045,Shipped,1995-09-30,Clerk#000000405
3045,Received,1995-10-10,Clerk#000000405
3045,Committed,1995-11-24,Clerk#000000405
3046,Order Placed,1995-11-30,Clerk#000000522
3046,Committed,1996-01-30,Clerk#000000522
3046,Shipped,1996-03-03,Clerk#000000522
3046,Received,1996-04-07,Clerk#000000522
3047,Order Placed,1997-03-21,Clerk#000000962
3047,Committed,1997-04-20,Clerk#000000962
3047,Shipped,1997-05-20,Clerk#000000962
3047,Received,1997-06-23,Clerk#000000962
3072,Order Placed,1994-01-30,Clerk#000000370
3072,Shipped,1994-02-09,Clerk#000000370
3072,Committed,1994-03-14,Clerk#000000370
3072,Received,1994-06-14,Clerk#000000370
3073,Order Placed,1994-01-08,Clerk#000000404
3073,Shipped,1994-02-11,Clerk#000000404
3073,Committed,1994-02-12,Clerk#000000404
3073,Received,1994-05-12,Clerk#000000404
3074,Order Placed,1992-11-01,Clerk#000000546
3074,Shipped,1992-12-08,Clerk#000000546
3074,Committed,1992-12-15,Clerk#000000546
3074,Received,1993-02-20,Clerk#000000546
3075,Order Placed,1994-05-07,Clerk#000000433
3075,Committed,1994-06-10,Clerk#000000433
3075,Shipped,1994-06-10,Clerk#000000433
3075,Received,1994-06-25,Clerk#000000433
3076,Order Placed,1993-07-23,Clerk#000000099
3076,Shipped,1993-08-10,Clerk#000000099
3076,Committed,1993-09-10,Clerk#000000099
3076,Received,1993-09-27,Clerk#000000099
3077,Order Placed,1997-08-06,Clerk#000000228
3077,Shipped,1997-09-09,Clerk#000000228
3077,Committed,1997-09-16,Clerk#000000228
3077,Received,1997-11-20,Clerk#000000228
3078,Order Placed,1993-02-12,Clerk#000000110
3078,Shipped,1993-03-20,Clerk#000000110
3078,Committed,1993-03-21,Clerk#000000110
3078,Received,1993-04-28,Clerk#000000110
3079,Order Placed,1997-09-12,Clerk#000000505
3079,Shipped,1997-09-26,Clerk#000000505
3079,Committed,1997-10-25,Clerk#000000505
3079,Received,1998-01-28,Clerk#000000505
3104,Order Placed,1993-09-16,Clerk#000000871
3104,Shipped,1993-10-05,Clerk#000000871
3104,Committed,1993-11-02,Clerk#000000871
3104,Received,1994-01-31,Clerk#000000871
3105,Order Placed,1996-11-13,Clerk#000000772
3105,Committed,1996-12-14,Clerk#000000772
3105,Shipped,1996-12-25,Clerk#000000772
3105,Received,1997-03-18,Clerk#000000772
3106,Order Placed,1997-01-12,Clerk#000000729
3106,Shipped,1997-02-02,Clerk#000000729
3106,Committed,1997-02-12,Clerk#000000729
3106,Received,1997-04-22,Clerk#000000729
3107,Order Placed,1997-08-21,Clerk#000000669
3107,Shipped,1997-08-27,Clerk#000000669
3107,Committed,1997-10-20,Clerk#000000669
3107,Received,1997-12-14,Clerk#000000669
3108,Order Placed,1993-08-05,Clerk#000000574
3108,Committed,1993-10-01,Clerk#000000574
3108,Shipped,1993-10-16,Clerk#000000574
3108,Received,1993-12-09,Clerk#000000574
3109,Order Placed,1993-07-24,Clerk#000000936
3109,Shipped,1993-09-05,Clerk#000000936
3109,Committed,1993-09-06,Clerk#000000936
3109,Received,1993-12-06,Clerk#000000936
3110,Order Placed,1994-12-17,Clerk#000000564
3110,Shipped,1995-01-10,Clerk#000000564
3110,Committed,1995-01-20,Clerk#000000564
3110,Received,1995-04-21,Clerk#000000564
3111,Order Placed,1995-08-25,Clerk#000000922
3111,Shipped,1995-08-30,Clerk#000000922
3111,Committed,1995-09-26,Clerk#000000922
3111,Received,1995-12-04,Clerk#000000922
3136,Order Placed,1994-08-10,Clerk#000000891
3136,Shipped,1994-08-13,Clerk#000000891
3136,Committed,1994-09-14,Clerk#000000891
3136,Received,1994-12-14,Clerk#000000891
3137,Order Placed,1995-07-26,Clerk#000000063
3137,Committed,1995-09-11,Clerk#000000063
3137,Shipped,1995-09-19,Clerk#000000063
3137,Received,1995-10-30,Clerk#000000063
3138,Order Placed,1994-02-09,Clerk#000000650
3138,Shipped,1994-02-21,Clerk#000000650
3138,Committed,1994-03-14,Clerk#000000650
3138,Received,1994-06-17,Clerk#000000650
3139,Order Placed,1992-01-02,Clerk#000000855
3139,Committed,1992-03-04,Clerk#000000855
3139,Shipped,1992-04-28,Clerk#000000855
3139,Received,1992-05-19,Clerk#000000855
3140,Order Placed,1992-04-09,Clerk#000000670
3140,Shipped,1992-04-12,Clerk#000000670
3140,Committed,1992-05-09,Clerk#000000670
3140,Received,1992-07-08,Clerk#000000670
3141,Order Placed,1995-11-10,Clerk#000000475
3141,Shipped,1995-11-11,Clerk#000000475
3141,Committed,1995-12-10,Clerk#000000475
3141,Received,1996-01-27,Clerk#000000475
3142,Order Placed,1992-06-28,Clerk#000000043
3142,Shipped,1992-08-15,Clerk#000000043
3142,Committed,1992-08-18,Clerk#000000043
3142,Received,1992-08-22,Clerk#000000043
3143,Order Placed,1993-02-17,Clerk#000000519
3143,Shipped,1993-03-18,Clerk#000000519
3143,Committed,1993-03-21,Clerk#000000519
3143,Received,1993-05-20,Clerk#000000519
3168,Order Placed,1992-01-30,Clerk#000000352
3168,Shipped,1992-02-14,Clerk#000000352
3168,Committed,1992-03-02,Clerk#000000352
3168,Received,1992-06-09,Clerk#000000352
3169,Order Placed,1993-12-21,Clerk#000000252
3169,Shipped,1994-01-05,Clerk#000000252
3169,Committed,1994-01-21,Clerk#000000252
3169,Received,1994-05-08,Clerk#000000252
3170,Order Placed,1997-11-09,Clerk#000000288
3170,Shipped,1997-11-24,Clerk#000000288
3170,Committed,1997-12-12,Clerk#000000288
3170,Received,1998-02-28,Clerk#000000288
3171,Order Placed,1993-04-06,Clerk#000000940
3171,Committed,1993-05-15,Clerk#000000940
3171,Shipped,1993-05-30,Clerk#000000940
3171,Received,1993-07-31,Clerk#000000940
3172,Order Placed,1992-06-03,Clerk#000000771
3172,Shipped,1992-07-06,Clerk#000000771
3172,Committed,1992-07-07,Clerk#000000771
3172,Received,1992-10-20,Clerk#000000771
3173,Order Placed,1996-08-10,Clerk#000000516
3173,Shipped,1996-08-12,Clerk#000000516
3173,Committed,1996-09-17,Clerk#000000516
3173,Received,1996-12-07,Clerk#000000516
3174,Order Placed,1995-11-15,Clerk#000000663
3174,Shipped,1995-11-17,Clerk#000000663
3174,Committed,1995-12-28,Clerk#000000663
3174,Received,1996-03-22,Clerk#000000663
3175,Order Placed,1994-07-15,Clerk#000000629
3175,Shipped,1994-08-08,Clerk#000000629
3175,Committed,1994-08-25,Clerk#000000629
3175,Received,1994-11-15,Clerk#000000629
3200,Order Placed,1996-02-07,Clerk#000000020
3200,Shipped,1996-02-08,Clerk#000000020
3200,Committed,1996-03-13,Clerk#000000020
3200,Received,1996-06-14,Clerk#000000020
3201,Order Placed,1993-07-02,Clerk#000000738
3201,Committed,1993-08-24,Clerk#000000738
3201,Shipped,1993-08-31,Clerk#000000738
3201,Received,1993-11-16,Clerk#000000738
3202,Order Placed,1992-12-24,Clerk#000000067
3202,Committed,1993-02-16,Clerk#000000067
3202,Shipped,1993-02-16,Clerk#000000067
3202,Received,1993-03-23,Clerk#000000067
3203,Order Placed,1997-11-05,Clerk#000000493
3203,Committed,1998-01-01,Clerk#000000493
3203,Shipped,1998-01-04,Clerk#000000493
3203,Received,1998-02-18,Clerk#000000493
3204,Order Placed,1992-12-26,Clerk#000000693
3204,Shipped,1993-01-27,Clerk#000000693
3204,Received,1993-02-28,Clerk#000000693
3204,Committed,1993-03-08,Clerk#000000693
3205,Order Placed,1992-04-11,Clerk#000000803
3205,Shipped,1992-05-28,Clerk#000000803
3205,Committed,1992-05-30,Clerk#000000803
3205,Received,1992-08-20,Clerk#000000803
3206,Order Placed,1996-08-09,Clerk#000000755
3206,Shipped,1996-08-25,Clerk#000000755
3206,Committed,1996-10-01,Clerk#000000755
3206,Received,1996-12-07,Clerk#000000755
3207,Order Placed,1998-02-16,Clerk#000000695
3207,Shipped,1998-03-27,Clerk#000000695
3207,Committed,1998-04-06,Clerk#000000695
3207,Received,1998-07-11,Clerk#000000695
3232,Order Placed,1992-10-09,Clerk#000000314
3232,Committed,1992-11-14,Clerk#000000314
3232,Shipped,1992-11-30,Clerk#000000314
3232,Received,1993-02-03,Clerk#000000314
3233,Order Placed,1994-10-24,Clerk#000000470
3233,Shipped,1994-11-24,Clerk#000000470
3233,Committed,1994-12-05,Clerk#000000470
3233,Received,1995-01-21,Clerk#000000470
3234,Order Placed,1996-04-05,Clerk#000000367
3234,Shipped,1996-04-06,Clerk#000000367
3234,Committed,1996-05-09,Clerk#000000367
3234,Received,1996-06-18,Clerk#000000367
3235,Order Placed,1995-11-15,Clerk#000000349
3235,Shipped,1995-11-17,Clerk#000000349
3235,Committed,1995-12-24,Clerk#000000349
3235,Received,1996-03-07,Clerk#000000349
3236,Order Placed,1996-11-06,Clerk#000000553
3236,Shipped,1996-11-15,Clerk#000000553
3236,Committed,1996-12-12,Clerk#000000553
3236,Received,1997-01-24,Clerk#000000553
3237,Order Placed,1992-06-03,Clerk#000000606
3237,Committed,1992-07-31,Clerk#000000606
3237,Shipped,1992-08-03,Clerk#000000606
3237,Received,1992-08-13,Clerk#000000606
3238,Order Placed,1993-02-21,Clerk#000000818
3238,Shipped,1993-02-25,Clerk#000000818
3238,Committed,1993-04-04,Clerk#000000818
3238,Received,1993-05-27,Clerk#000000818
3239,Order Placed,1998-01-12,Clerk#000000619
3239,Shipped,1998-01-15,Clerk#000000619
3239,Committed,1998-02-19,Clerk#000000619
3239,Received,1998-04-17,Clerk#000000619
3264,Order Placed,1996-11-02,Clerk#000000244
3264,Shipped,1996-11-07,Clerk#000000244
3264,Committed,1996-12-05,Clerk#000000244
3264,Received,1997-02-01,Clerk#000000244
3265,Order Placed,1992-06-27,Clerk#000000265
3265,Committed,1992-08-23,Clerk#000000265
3265,Shipped,1992-09-01,Clerk#000000265
3265,Received,1992-10-25,Clerk#000000265
3266,Order Placed,1995-03-17,Clerk#000000545
3266,Committed,1995-05-04,Clerk#000000545
3266,Shipped,1995-05-04,Clerk#000000545
3266,Received,1995-07-06,Clerk#000000545
3267,Order Placed,1997-01-07,Clerk#000000484
3267,Committed,1997-03-25,Clerk#000000484
3267,Shipped,1997-03-30,Clerk#000000484
3267,Received,1997-04-23,Clerk#000000484
3268,Order Placed,1994-06-25,Clerk#000000746
3268,Shipped,1994-06-30,Clerk#000000746
3268,Committed,1994-08-22,Clerk#000000746
3268,Received,1994-09-16,Clerk#000000746
3269,Order Placed,1996-03-01,Clerk#000000378
3269,Shipped,1996-03-03,Clerk#000000378
3269,Committed,1996-04-06,Clerk#000000378
3269,Received,1996-07-07,Clerk#000000378
3270,Order Placed,1997-05-28,Clerk#000000375
3270,Shipped,1997-07-01,Clerk#000000375
3270,Committed,1997-07-23,Clerk#000000375
3270,Received,1997-09-27,Clerk#000000375
3271,Order Placed,1992-01-01,Clerk#000000421
3271,Shipped,1992-01-16,Clerk#000000421
3271,Committed,1992-02-05,Clerk#000000421
3271,Received,1992-05-29,Clerk#000000421
3296,Order Placed,1994-10-19,Clerk#000000991
3296,Shipped,1994-11-08,Clerk#000000991
3296,Committed,1994-11-26,Clerk#000000991
3296,Received,1995-02-16,Clerk#000000991
3297,Order Placed,1992-11-03,Clerk#000000220
3297,Shipped,1992-12-14,Clerk#000000220
3297,Received,1992-12-26,Clerk#000000220
3297,Committed,1993-01-21,Clerk#000000220
3298,Order Placed,1996-04-17,Clerk#000000241
3298,Committed,1996-05-21,Clerk#000000241
3298,Shipped,1996-06-30,Clerk#000000241
3298,Received,1996-09-12,Clerk#000000241
3299,Order Placed,1993-12-26,Clerk#000000853
3299,Shipped,1994-03-21,Clerk#000000853
3299,Committed,1994-03-23,Clerk#000000853
3299,Received,1994-04-12,Clerk#000000853
3300,Order Placed,1995-07-15,Clerk#000000198
3300,Shipped,1995-08-17,Clerk#000000198
3300,Committed,1995-09-03,Clerk#000000198
3300,Received,1995-11-20,Clerk#000000198
3301,Order Placed,1994-09-04,Clerk#000000325
3301,Committed,1994-10-27,Clerk#000000325
3301,Shipped,1994-11-19,Clerk#000000325
3301,Received,1994-11-24,Clerk#000000325
3302,Order Placed,1995-11-14,Clerk#000000367
3302,Committed,1995-12-16,Clerk#000000367
3302,Shipped,1996-01-24,Clerk#000000367
3302,Received,1996-02-13,Clerk#000000367
3303,Order Placed,1997-12-14,Clerk#000000661
3303,Shipped,1998-01-18,Clerk#000000661
3303,Committed,1998-01-22,Clerk#000000661
3303,Received,1998-04-12,Clerk#000000661
3328,Order Placed,1992-11-19,Clerk#000000384
3328,Shipped,1992-11-24,Clerk#000000384
3328,Committed,1992-12-19,Clerk#000000384
3328,Received,1993-03-29,Clerk#000000384
3329,Order Placed,1995-07-03,Clerk#000000236
3329,Shipped,1995-07-24,Clerk#000000236
3329,Committed,1995-08-02,Clerk#000000236
3329,Received,1995-09-09,Clerk#000000236
3330,Order Placed,1994-12-19,Clerk#000000124
3330,Shipped,1995-03-02,Clerk#000000124
3330,Committed,1995-03-03,Clerk#000000124
3330,Received,1995-03-16,Clerk#000000124
3331,Order Placed,1993-05-21,Clerk#000000901
3331,Committed,1993-06-22,Clerk#000000901
3331,Shipped,1993-07-18,Clerk#000000901
3331,Received,1993-08-29,Clerk#000000901
3332,Order Placed,1994-11-05,Clerk#000000840
3332,Shipped,1994-12-10,Clerk#000000840
3332,Committed,1995-01-08,Clerk#000000840
3332,Received,1995-02-06,Clerk#000000840
3333,Order Placed,1992-09-16,Clerk#000000157
3333,Shipped,1992-10-02,Clerk#000000157
3333,Committed,1992-10-26,Clerk#000000157
3333,Received,1992-12-16,Clerk#000000157
3334,Order Placed,1996-02-18,Clerk#000000532
3334,Committed,1996-04-08,Clerk#000000532
3334,Shipped,1996-04-28,Clerk#000000532
3334,Received,1996-05-26,Clerk#000000532
3335,Order Placed,1995-10-15,Clerk#000000694
3335,Shipped,1995-10-18,Clerk#000000694
